gene_name,difference,females_controls_max_transcript_counts,females_exposed_max_transcript_counts,GO,p.value,product
LOC111104520,-1,2,1,GO:0007076,0.00280,uncharacterized LOC111104520
LOC111106260,-1,2,1,GO:0007076,0.00280,cingulin-like
LOC111124002,-1,9,8,GO:0007076,0.00280,titin homolog
LOC111125330,-2,25,23,GO:0007076,0.00280,hemicentin-1-like
LOC111125463,-1,28,27,GO:0007076,0.00280,hemicentin-1-like
LOC111132924,-2,10,8,GO:0007076,0.00280,muscle M-line assembly protein unc-89-like
LOC111100068,-1,2,1,GO:0019748,0.00286,uncharacterized LOC111100068
LOC111123692,-3,5,2,GO:0048729,0.00301,beta-1
LOC111136299,-2,4,2,GO:0048729,0.00301,N-acetyllactosaminide beta-1
LOC111101256,-1,2,1,GO:0030100,0.00312,sorting nexin-3-like
LOC111103244,-1,15,14,GO:0030100,0.00312,phosphatidylinositol-binding clathrin assembly protein LAP-like
LOC111105910,-1,2,1,GO:0030100,0.00312,uncharacterized LOC111105910
LOC111110867,-1,7,6,GO:0030100,0.00312,rho GTPase-activating protein 21-like
LOC111112620,-15,27,12,GO:0030100,0.00312,centrosome and spindle pole-associated protein 1-like
LOC111127975,-1,7,6,GO:0030100,0.00312,protein kinase C and casein kinase substrate in neurons protein 2-like
NA,NA,NA,NA,GO:0051641,0.00325,NA
LOC111099899,-1,4,3,GO:0030241,0.00329,cell adhesion molecule 2-like
LOC111102721,-2,2,0,GO:0030241,0.00329,uncharacterized LOC111102721
LOC111104520,-1,2,1,GO:0030241,0.00329,uncharacterized LOC111104520
LOC111124002,-1,9,8,GO:0030241,0.00329,titin homolog
LOC111125330,-2,25,23,GO:0030241,0.00329,hemicentin-1-like
LOC111125351,-1,2,1,GO:0030241,0.00329,nucleoprotein TPR-like
LOC111125463,-1,28,27,GO:0030241,0.00329,hemicentin-1-like
LOC111132924,-2,10,8,GO:0030241,0.00329,muscle M-line assembly protein unc-89-like
LOC111103877,-1,4,3,GO:0034113,0.00329,uncharacterized LOC111103877
LOC111111487,-2,18,16,GO:0034113,0.00329,integrin alpha-2-like
LOC111116056,-1,3,2,GO:0034113,0.00329,integrin alpha-2-like
NA,NA,NA,NA,GO:0055006,0.00329,NA
NA,NA,NA,NA,GO:0055013,0.00329,NA
NA,NA,NA,NA,GO:0071688,0.00329,NA
NA,NA,NA,NA,GO:0072523,0.00333,NA
NA,NA,NA,NA,GO:0007445,0.00343,NA
LOC111121855,-1,3,2,GO:0035225,0.00343,protein rhomboid-like
LOC111121921,-3,4,1,GO:0035225,0.00343,protein rhomboid-like
LOC111131789,-1,2,1,GO:0035225,0.00343,uncharacterized LOC111131789
LOC111137845,-1,2,1,GO:0035225,0.00343,uncharacterized LOC111137845
LOC111118726,-1,2,1,GO:0040003,0.00343,vicilin-like seed storage protein At2g18540
LOC111123667,-1,2,1,GO:0040003,0.00343,paramyosin-like
LOC111106758,-1,1,0,GO:0045741,0.00343,uncharacterized LOC111106758
LOC111112401,-1,2,1,GO:0045741,0.00343,F-box/WD repeat-containing protein 7-like
LOC111133393,-1,2,1,GO:0045741,0.00343,uncharacterized LOC111133393
LOC111137351,-2,3,1,GO:0045741,0.00343,E3 ubiquitin-protein ligase NEURL1-like
NA,NA,NA,NA,GO:0061098,0.00343,NA
NA,NA,NA,NA,GO:2000273,0.00343,NA
LOC111119681,-1,4,3,GO:0050767,0.00352,dedicator of cytokinesis protein 7-like
LOC111123755,-2,3,1,GO:0050767,0.00352,uncharacterized LOC111123755
LOC111128734,-2,8,6,GO:0050767,0.00352,delta-like protein 1
LOC111129630,-1,1,0,GO:0050767,0.00352,tripartite motif-containing protein 3-like
NA,NA,NA,NA,GO:0070727,0.00363,NA
LOC111101592,-1,2,1,GO:0034220,0.00363,glycine receptor subunit alpha-2-like
LOC111108086,-2,24,22,GO:0034220,0.00363,plasma membrane calcium-transporting ATPase 2-like
LOC111109646,-1,2,1,GO:0034220,0.00363,neuronal acetylcholine receptor subunit beta-2-like
LOC111112187,-1,1,0,GO:0034220,0.00363,uncharacterized LOC111112187
LOC111122706,-2,5,3,GO:0034220,0.00363,glycine receptor subunit alpha-2-like
LOC111123904,-2,7,5,GO:0034220,0.00363,probable phospholipid-transporting ATPase IA
LOC111124468,-1,3,2,GO:0034220,0.00363,calcium-activated chloride channel regulator 4-like
LOC111128803,-1,10,9,GO:0034220,0.00363,uncharacterized LOC111128803
LOC111132100,-2,3,1,GO:0034220,0.00363,uncharacterized LOC111132100
LOC111133084,-1,10,9,GO:0034220,0.00363,probable phospholipid-transporting ATPase IF
LOC111112451,-1,2,1,GO:0002376,0.00363,uncharacterized LOC111112451
LOC111115563,-1,1,0,GO:0002376,0.00363,uncharacterized LOC111115563
LOC111099899,-1,4,3,GO:0006941,0.00364,cell adhesion molecule 2-like
LOC111102627,-1,2,1,GO:0006941,0.00364,uncharacterized LOC111102627
LOC111102721,-2,2,0,GO:0006941,0.00364,uncharacterized LOC111102721
LOC111104520,-1,2,1,GO:0006941,0.00364,uncharacterized LOC111104520
LOC111124002,-1,9,8,GO:0006941,0.00364,titin homolog
LOC111125330,-2,25,23,GO:0006941,0.00364,hemicentin-1-like
LOC111125463,-1,28,27,GO:0006941,0.00364,hemicentin-1-like
LOC111132924,-2,10,8,GO:0006941,0.00364,muscle M-line assembly protein unc-89-like
LOC111119763,-1,2,1,GO:0048754,0.00369,beta-1
LOC111119792,-1,2,1,GO:0048754,0.00369,beta-1
NA,NA,NA,NA,GO:0010810,0.00372,NA
LOC111105622,-1,1,0,GO:0002168,0.00382,uncharacterized LOC111105622
LOC111114802,-1,2,1,GO:0002168,0.00382,uncharacterized LOC111114802
LOC111116982,-1,2,1,GO:0002168,0.00382,uncharacterized LOC111116982
LOC111126850,-1,1,0,GO:0002168,0.00382,uncharacterized LOC111126850
LOC111127066,-1,1,0,GO:0002168,0.00382,uncharacterized LOC111127066
LOC111127206,-1,1,0,GO:0002168,0.00382,uncharacterized LOC111127206
LOC111132775,-1,1,0,GO:0002168,0.00382,uncharacterized LOC111132775
NA,NA,NA,NA,GO:0031033,0.00382,NA
LOC111120594,-1,6,5,GO:0048644,0.00382,zinc finger protein ubi-d4-like
LOC111131563,-2,16,14,GO:0048644,0.00382,troponin T-like
LOC111104432,-2,9,7,GO:0002677,0.00385,tumor necrosis factor alpha-induced protein 3-like
LOC111134417,-2,10,8,GO:0002677,0.00385,tumor necrosis factor alpha-induced protein 3-like
LOC111123342,-1,2,1,GO:0006173,0.00385,adenylate kinase isoenzyme 5-like
LOC111125596,-1,2,1,GO:0006173,0.00385,adenylate kinase isoenzyme 5-like
NA,NA,NA,NA,GO:0007630,0.00385,NA
LOC111126745,-1,4,3,GO:0007636,0.00385,POU domain
LOC111127064,-2,5,3,GO:0007636,0.00385,POU domain
NA,NA,NA,NA,GO:0009183,0.00385,NA
LOC111104117,-1,3,2,GO:0021905,0.00385,paired box protein Pax-6-like
LOC111110798,-1,3,2,GO:0021905,0.00385,paired box protein Pax-6-like
NA,NA,NA,NA,GO:0034147,0.00385,NA
LOC111104432,-2,9,7,GO:0034148,0.00385,tumor necrosis factor alpha-induced protein 3-like
LOC111134417,-2,10,8,GO:0034148,0.00385,tumor necrosis factor alpha-induced protein 3-like
LOC111118802,-1,2,1,GO:0034166,0.00385,uncharacterized LOC111118802
LOC111130648,-1,2,1,GO:0034166,0.00385,uncharacterized LOC111130648
LOC111121855,-1,3,2,GO:0035311,0.00385,protein rhomboid-like
LOC111121921,-3,4,1,GO:0035311,0.00385,protein rhomboid-like
NA,NA,NA,NA,GO:0070425,0.00385,NA
NA,NA,NA,NA,GO:0070428,0.00385,NA
LOC111104432,-2,9,7,GO:0070429,0.00385,tumor necrosis factor alpha-induced protein 3-like
LOC111134417,-2,10,8,GO:0070429,0.00385,tumor necrosis factor alpha-induced protein 3-like
NA,NA,NA,NA,GO:0070432,0.00385,NA
LOC111104432,-2,9,7,GO:0070433,0.00385,tumor necrosis factor alpha-induced protein 3-like
LOC111134417,-2,10,8,GO:0070433,0.00385,tumor necrosis factor alpha-induced protein 3-like
LOC111108283,-1,2,1,GO:0032504,0.00386,uncharacterized LOC111108283
LOC111109450,-1,2,1,GO:0032504,0.00386,uncharacterized LOC111109450
NA,NA,NA,NA,GO:0051094,0.00398,NA
LOC111099899,-1,4,3,GO:0006936,0.00399,cell adhesion molecule 2-like
LOC111102721,-2,2,0,GO:0006936,0.00399,uncharacterized LOC111102721
LOC111103187,-1,1,0,GO:0006936,0.00399,uncharacterized LOC111103187
LOC111104520,-1,2,1,GO:0006936,0.00399,uncharacterized LOC111104520
LOC111124002,-1,9,8,GO:0006936,0.00399,titin homolog
LOC111125330,-2,25,23,GO:0006936,0.00399,hemicentin-1-like
LOC111125463,-1,28,27,GO:0006936,0.00399,hemicentin-1-like
LOC111132924,-2,10,8,GO:0006936,0.00399,muscle M-line assembly protein unc-89-like
LOC111100064,-3,5,2,GO:0006887,0.00401,uncharacterized LOC111100064
LOC111100100,-2,3,1,GO:0006887,0.00401,uncharacterized LOC111100100
LOC111100568,-2,8,6,GO:0006887,0.00401,complexin-like
LOC111104401,-1,10,9,GO:0006887,0.00401,protein-methionine sulfoxide oxidase mical3b-like
LOC111104605,-1,1,0,GO:0006887,0.00401,ankyrin-1-like
LOC111105480,-9,9,0,GO:0006887,0.00401,uncharacterized LOC111105480
LOC111106917,-1,2,1,GO:0006887,0.00401,uncharacterized LOC111106917
LOC111111058,-1,9,8,GO:0006887,0.00401,unconventional myosin-Va-like
LOC111112713,-1,1,0,GO:0006887,0.00401,homeobox protein Wariai-like
LOC111112744,-1,6,5,GO:0006887,0.00401,interferon alpha-inducible protein 27-like protein 2B
LOC111115940,-1,2,1,GO:0006887,0.00401,secernin-2-like
LOC111116128,-2,4,2,GO:0006887,0.00401,ankyrin-1-like
LOC111118022,-1,2,1,GO:0006887,0.00401,exocyst complex component 7-like
LOC111119705,-1,2,1,GO:0006887,0.00401,synaptobrevin-1-like
LOC111124662,-1,6,5,GO:0006887,0.00401,exocyst complex component 1-like
LOC111129348,-1,6,5,GO:0006887,0.00401,melanoma inhibitory activity protein 2-like
LOC111129693,-1,6,5,GO:0006887,0.00401,regulating synaptic membrane exocytosis protein 2-like
LOC111133968,-1,1,0,GO:0006887,0.00401,receptor-interacting serine/threonine-protein kinase 4-like
LOC111134711,-1,4,3,GO:0006887,0.00401,synaptobrevin-like
LOC111135873,-1,2,1,GO:0006887,0.00401,uncharacterized LOC111135873
LOC111136801,-1,3,2,GO:0006887,0.00401,uncharacterized LOC111136801
LOC111102407,-1,1,0,GO:0032720,0.00409,uncharacterized LOC111102407
LOC111104432,-2,9,7,GO:0032720,0.00409,tumor necrosis factor alpha-induced protein 3-like
LOC111105783,-1,2,1,GO:0032720,0.00409,neuronal acetylcholine receptor subunit alpha-7-like
LOC111106212,-1,7,6,GO:0032720,0.00409,uncharacterized LOC111106212
LOC111109646,-1,2,1,GO:0032720,0.00409,neuronal acetylcholine receptor subunit beta-2-like
LOC111110909,-1,1,0,GO:0032720,0.00409,uncharacterized LOC111110909
LOC111117968,-1,4,3,GO:0032720,0.00409,neuronal acetylcholine receptor subunit alpha-5-like
LOC111118242,-1,2,1,GO:0032720,0.00409,prostaglandin E2 receptor EP4 subtype-like
LOC111134417,-2,10,8,GO:0032720,0.00409,tumor necrosis factor alpha-induced protein 3-like
LOC111138293,-1,3,2,GO:0032720,0.00409,uncharacterized LOC111138293
NA,NA,NA,NA,GO:1903556,0.00409,NA
NA,NA,NA,NA,GO:0051239,0.00413,NA
LOC111104117,-1,3,2,GO:0009786,0.00414,paired box protein Pax-6-like
LOC111106199,-1,2,1,GO:0009786,0.00414,uncharacterized LOC111106199
LOC111110798,-1,3,2,GO:0009786,0.00414,paired box protein Pax-6-like
NA,NA,NA,NA,GO:0065009,0.00435,NA
NA,NA,NA,NA,GO:0009605,0.00442,NA
NA,NA,NA,NA,GO:0031034,0.00448,NA
LOC111104626,-1,2,1,GO:0008104,0.00449,uncharacterized LOC111104626
LOC111106389,-2,3,1,GO:0008104,0.00449,very low-density lipoprotein receptor-like
LOC111115448,-1,1,0,GO:0008104,0.00449,caveolin-1-like
LOC111119371,-1,7,6,GO:0008104,0.00449,filamin-A-like
LOC111124870,-1,2,1,GO:0008104,0.00449,low-density lipoprotein receptor-related protein 4-like
LOC111126248,-1,2,1,GO:0008104,0.00449,low-density lipoprotein receptor-related protein 4-like
LOC111130316,-1,3,2,GO:0008104,0.00449,uncharacterized LOC111130316
LOC111135890,-2,9,7,GO:0008104,0.00449,rootletin-like
LOC111103356,-1,7,6,GO:0030335,0.00463,phospholipase D1-like
LOC111104382,-3,9,6,GO:0030335,0.00463,FGFR1 oncogene partner-like
LOC111109447,-1,2,1,GO:0030335,0.00463,DNA repair protein RAD5B-like
LOC111112441,-1,2,1,GO:0030335,0.00463,uncharacterized LOC111112441
LOC111115123,-3,9,6,GO:0030335,0.00463,one cut domain family member 2-like
LOC111123691,-2,12,10,GO:0030335,0.00463,probable phospholipid-transporting ATPase IA
LOC111123904,-2,7,5,GO:0030335,0.00463,probable phospholipid-transporting ATPase IA
LOC111123992,-1,4,3,GO:0030335,0.00463,furin-like protease kpc-1
LOC111124682,-1,2,1,GO:0030335,0.00463,hemicentin-1-like
LOC111124859,-1,4,3,GO:0030335,0.00463,multidrug resistance-associated protein 1-like
LOC111131963,-1,5,4,GO:0030335,0.00463,rho guanine nucleotide exchange factor 39-like
NA,NA,NA,NA,GO:2000147,0.00463,NA
NA,NA,NA,NA,GO:0032386,0.00481,NA
NA,NA,NA,NA,GO:0009155,0.00490,NA
NA,NA,NA,NA,GO:0009445,0.00490,NA
LOC111128734,-2,8,6,GO:0045662,0.00490,delta-like protein 1
LOC111134319,-3,4,1,GO:0045662,0.00490,T-box transcription factor TBX2-like
LOC111134633,-1,16,15,GO:0045662,0.00490,muscleblind-like protein 3
LOC111136382,-6,15,9,GO:0045662,0.00490,uncharacterized LOC111136382
LOC111121855,-1,3,2,GO:0048865,0.00490,protein rhomboid-like
LOC111121921,-3,4,1,GO:0048865,0.00490,protein rhomboid-like
LOC111131789,-1,2,1,GO:0048865,0.00490,uncharacterized LOC111131789
LOC111137845,-1,2,1,GO:0048865,0.00490,uncharacterized LOC111137845
NA,NA,NA,NA,GO:0090075,0.00490,NA
LOC111106758,-1,1,0,GO:0007595,0.00508,uncharacterized LOC111106758
LOC111110957,-1,3,2,GO:0007595,0.00508,uncharacterized LOC111110957
LOC111115448,-1,1,0,GO:0007595,0.00508,caveolin-1-like
LOC111125906,-1,10,9,GO:0007595,0.00508,signal transducer and activator of transcription 5A-like
LOC111129912,-1,4,3,GO:0007595,0.00508,peptidyl-glycine alpha-amidating monooxygenase-like
LOC111133393,-1,2,1,GO:0007595,0.00508,uncharacterized LOC111133393
LOC111137351,-2,3,1,GO:0007595,0.00508,E3 ubiquitin-protein ligase NEURL1-like
LOC111109914,-1,2,1,GO:0018996,0.00512,uncharacterized LOC111109914
NA,NA,NA,NA,GO:1902692,0.00512,NA
NA,NA,NA,NA,GO:0033036,0.00512,NA
LOC111115251,-1,2,1,GO:0042335,0.00519,calpain-9-like
LOC111120106,-1,3,2,GO:0022612,0.00526,PR domain zinc finger protein 10-like
LOC111102495,-2,11,9,GO:0030534,0.00555,SH3 and multiple ankyrin repeat domains protein 1-like
LOC111121258,-1,2,1,GO:0030534,0.00555,uncharacterized LOC111121258
LOC111124864,-1,3,2,GO:0030534,0.00555,uncharacterized LOC111124864
LOC111132161,-2,3,1,GO:0030534,0.00555,putative sodium-dependent excitatory amino acid transporter glt-6
LOC111135633,-1,3,2,GO:0000270,0.00558,uncharacterized LOC111135633
LOC111137938,-1,2,1,GO:0000270,0.00558,uncharacterized LOC111137938
LOC111100379,-1,3,2,GO:0042476,0.00558,protein SSUH2 homolog
LOC111101205,-1,2,1,GO:0042476,0.00558,protein SSUH2 homolog
LOC111111058,-1,9,8,GO:0042476,0.00558,unconventional myosin-Va-like
LOC111129912,-1,4,3,GO:0042476,0.00558,peptidyl-glycine alpha-amidating monooxygenase-like
LOC111110614,-1,1,0,GO:0050731,0.00581,fibrinogen-like protein 1
LOC111110909,-1,1,0,GO:0050731,0.00581,uncharacterized LOC111110909
LOC111124870,-1,2,1,GO:0050731,0.00581,low-density lipoprotein receptor-related protein 4-like
LOC111125219,-1,3,2,GO:0050731,0.00581,low-density lipoprotein receptor-related protein 4-like
LOC111125678,-2,2,0,GO:0050731,0.00581,low-density lipoprotein receptor-related protein 6-like
LOC111126248,-1,2,1,GO:0050731,0.00581,low-density lipoprotein receptor-related protein 4-like
LOC111128531,-2,7,5,GO:0050731,0.00581,leucine-rich repeat serine/threonine-protein kinase 1-like
LOC111128533,-1,8,7,GO:0050731,0.00581,leucine-rich repeat serine/threonine-protein kinase 1-like
LOC111108236,-1,1,0,GO:0006892,0.00584,uncharacterized LOC111108236
LOC111111058,-1,9,8,GO:0006892,0.00584,unconventional myosin-Va-like
LOC111127765,-1,3,2,GO:0006892,0.00584,unconventional myosin-Ia-like
NA,NA,NA,NA,GO:0044419,0.00585,NA
NA,NA,NA,NA,GO:0044550,0.00596,NA
NA,NA,NA,NA,GO:0060415,0.00596,NA
LOC111104453,-2,5,3,GO:0008039,0.00597,synaptogenesis protein syg-2-like
LOC111106212,-1,7,6,GO:0008039,0.00597,uncharacterized LOC111106212
LOC111112620,-15,27,12,GO:0008039,0.00597,centrosome and spindle pole-associated protein 1-like
LOC111126745,-1,4,3,GO:0008039,0.00597,POU domain
LOC111127064,-2,5,3,GO:0008039,0.00597,POU domain
LOC111130720,-1,3,2,GO:0008039,0.00597,mucin-3A-like
LOC111134988,-1,2,1,GO:0008039,0.00597,uncharacterized LOC111134988
LOC111135890,-2,9,7,GO:0051656,0.00611,rootletin-like
NA,NA,NA,NA,GO:0015850,0.00620,NA
LOC111099771,-3,7,4,GO:0007635,0.00639,probable 3'
LOC111104117,-1,3,2,GO:0048596,0.00648,paired box protein Pax-6-like
LOC111110798,-1,3,2,GO:0048596,0.00648,paired box protein Pax-6-like
LOC111122602,-1,8,7,GO:0048596,0.00648,frizzled-5-like
LOC111128602,-1,2,1,GO:0048596,0.00648,retinal homeobox protein Rx1-like
LOC111134319,-3,4,1,GO:0048596,0.00648,T-box transcription factor TBX2-like
NA,NA,NA,NA,GO:0120035,0.00657,NA
LOC111099899,-1,4,3,GO:0050714,0.00658,cell adhesion molecule 2-like
LOC111102721,-2,2,0,GO:0050714,0.00658,uncharacterized LOC111102721
LOC111104520,-1,2,1,GO:0050714,0.00658,uncharacterized LOC111104520
LOC111118242,-1,2,1,GO:0050714,0.00658,prostaglandin E2 receptor EP4 subtype-like
LOC111119426,-5,12,7,GO:0050714,0.00658,collagen alpha-1(XXV) chain-like
LOC111119571,-3,12,9,GO:0050714,0.00658,collagen alpha-1(XXV) chain-like
LOC111124002,-1,9,8,GO:0050714,0.00658,titin homolog
LOC111124662,-1,6,5,GO:0050714,0.00658,exocyst complex component 1-like
LOC111125330,-2,25,23,GO:0050714,0.00658,hemicentin-1-like
LOC111125463,-1,28,27,GO:0050714,0.00658,hemicentin-1-like
LOC111132924,-2,10,8,GO:0050714,0.00658,muscle M-line assembly protein unc-89-like
NA,NA,NA,NA,GO:1901890,0.00664,NA
LOC111124662,-1,6,5,GO:0006893,0.00674,exocyst complex component 1-like
LOC111127349,-1,1,0,GO:0006893,0.00674,glycine-rich protein 5-like
LOC111131301,-1,13,12,GO:0006893,0.00674,synaptosomal-associated protein 25-like
NA,NA,NA,NA,GO:0002678,0.00692,NA
LOC111121855,-1,3,2,GO:0045742,0.00692,protein rhomboid-like
LOC111121921,-3,4,1,GO:0045742,0.00692,protein rhomboid-like
LOC111134623,-2,3,1,GO:0045742,0.00692,uncharacterized LOC111134623
NA,NA,NA,NA,GO:1901186,0.00692,NA
NA,NA,NA,NA,GO:0042221,0.00702,NA
LOC111102865,-1,3,2,GO:0006606,0.00726,uncharacterized LOC111102865
LOC111120874,-1,8,7,GO:0006606,0.00726,serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform-like
LOC111123550,-7,7,0,GO:0006606,0.00726,uncharacterized LOC111123550
NA,NA,NA,NA,GO:0003012,0.00740,NA
NA,NA,NA,NA,GO:0031344,0.00740,NA
LOC111100408,-4,7,3,GO:0050727,0.00753,baculoviral IAP repeat-containing protein 2-like
LOC111100411,-1,2,1,GO:0050727,0.00753,uncharacterized LOC111100411
LOC111104432,-2,9,7,GO:0050727,0.00753,tumor necrosis factor alpha-induced protein 3-like
LOC111109646,-1,2,1,GO:0050727,0.00753,neuronal acetylcholine receptor subunit beta-2-like
LOC111121405,-3,7,4,GO:0050727,0.00753,phosphoinositide 3-kinase adapter protein 1-like
LOC111125156,-1,2,1,GO:0050727,0.00753,zinc metalloproteinase-disintegrin-like atrase-A
LOC111133422,-1,3,2,GO:0050727,0.00753,sedoheptulokinase-like
LOC111134417,-2,10,8,GO:0050727,0.00753,tumor necrosis factor alpha-induced protein 3-like
NA,NA,NA,NA,GO:0048193,0.00755,NA
NA,NA,NA,NA,GO:0050877,0.00766,NA
LOC111108222,-2,3,1,GO:0006595,0.00783,spermine synthase-like
LOC111138209,-1,4,3,GO:0018209,0.00789,alpha-protein kinase vwkA-like
LOC111099899,-1,4,3,GO:0002576,0.00805,cell adhesion molecule 2-like
LOC111102721,-2,2,0,GO:0002576,0.00805,uncharacterized LOC111102721
LOC111103187,-1,1,0,GO:0002576,0.00805,uncharacterized LOC111103187
LOC111104520,-1,2,1,GO:0002576,0.00805,uncharacterized LOC111104520
LOC111111664,-1,1,0,GO:0002576,0.00805,complement C1q tumor necrosis factor-related protein 2-like
LOC111124002,-1,9,8,GO:0002576,0.00805,titin homolog
LOC111125330,-2,25,23,GO:0002576,0.00805,hemicentin-1-like
LOC111125463,-1,28,27,GO:0002576,0.00805,hemicentin-1-like
LOC111126421,-2,5,3,GO:0002576,0.00805,tetraspanin-9-like
LOC111132924,-2,10,8,GO:0002576,0.00805,muscle M-line assembly protein unc-89-like
LOC111129912,-1,4,3,GO:0009404,0.00808,peptidyl-glycine alpha-amidating monooxygenase-like
LOC111132631,-1,1,0,GO:0009404,0.00808,arsenite methyltransferase-like
LOC111132632,-1,1,0,GO:0009404,0.00808,arsenite methyltransferase-like
LOC111113524,-1,2,1,GO:0030261,0.00810,uncharacterized LOC111113524
NA,NA,NA,NA,GO:0048584,0.00811,NA
NA,NA,NA,NA,GO:0060627,0.00819,NA
LOC111099031,-1,1,0,GO:0000226,0.00820,uncharacterized LOC111099031
LOC111110028,-1,10,9,GO:0000226,0.00820,centromere-associated protein E-like
LOC111112099,-2,18,16,GO:0000226,0.00820,A-kinase anchor protein 9-like
LOC111119681,-1,4,3,GO:0000226,0.00820,dedicator of cytokinesis protein 7-like
LOC111123667,-1,2,1,GO:0000226,0.00820,paramyosin-like
LOC111136891,-1,10,9,GO:0000226,0.00820,myosin heavy chain
LOC111126881,-1,3,2,GO:0051246,0.00831,protein Wnt-10b-like
LOC111099870,-1,13,12,GO:0000278,0.00855,protein phosphatase 1 regulatory subunit 12A-like
LOC111104834,-1,5,4,GO:0000278,0.00855,F-box/LRR-repeat protein 3-like
LOC111105716,-2,17,15,GO:0000278,0.00855,protein polybromo-1-like
LOC111119371,-1,7,6,GO:0000278,0.00855,filamin-A-like
LOC111125347,-1,5,4,GO:0000278,0.00855,myosin-7-like
LOC111132966,-1,14,13,GO:0000278,0.00855,dynactin subunit 1-like
LOC111135171,-3,26,23,GO:0000278,0.00855,CAP-Gly domain-containing linker protein 1-like
LOC111136261,-1,13,12,GO:0000278,0.00855,major antigen-like
LOC111137471,-1,2,1,GO:0000278,0.00855,uncharacterized LOC111137471
LOC111099899,-1,4,3,GO:0007156,0.00886,cell adhesion molecule 2-like
LOC111101505,-1,3,2,GO:0007156,0.00886,cadherin EGF LAG seven-pass G-type receptor 1-like
